ts_ms,shot_id,session_id,bot_id,distance_in,v_batt_load,rpm_at_fire,rpm_target,rpm_manual,reward,hit,raw
1763228220487,shot-889770af-1,shot-889770af,ftc-bot,24.999011709940355,10.61,2249.681602377997,2300.0,2300.0,0.0,0,"{""type"": ""shot"", ""ts_ms"": 1763228220487, ""shot_id"": ""shot-889770af-1"", ""session_id"": ""shot-889770af"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.61, ""distance_in"": 24.999011709940355, ""rpm_at_fire"": 2249.681602377997, ""ready_latency_ms"": 0, ""fire_command_ms"": 1763228220290, ""context"": {""target_rpm"": 2300.0, ""manual_target_rpm"": 2300.0, ""range_in"": 24.999011709940355, ""range_target_in"": 25.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2300.0}, ""hit"": false, ""reward"": 0.0}"
1763228252570,shot-889770af-2,shot-889770af,ftc-bot,29.413513665574772,9.928,2284.7116383717766,2332.0,2332.0,0.0,0,"{""type"": ""shot"", ""ts_ms"": 1763228252570, ""shot_id"": ""shot-889770af-2"", ""session_id"": ""shot-889770af"", ""bot_id"": ""ftc-bot"", ""battery_v"": 9.928, ""distance_in"": 29.413513665574772, ""rpm_at_fire"": 2284.7116383717766, ""ready_latency_ms"": 0, ""fire_command_ms"": 1763228252374, ""context"": {""target_rpm"": 2332.0, ""manual_target_rpm"": 2332.0, ""range_in"": 29.413513665574772, ""range_target_in"": 29.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2332.0}, ""hit"": false, ""reward"": 0.0}"
1763228298506,shot-889770af-3,shot-889770af,ftc-bot,33.488942471281085,9.723,2319.46569703152,2364.0,2364.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763228298506, ""shot_id"": ""shot-889770af-3"", ""session_id"": ""shot-889770af"", ""bot_id"": ""ftc-bot"", ""battery_v"": 9.723, ""distance_in"": 33.488942471281085, ""rpm_at_fire"": 2319.46569703152, ""ready_latency_ms"": 0, ""fire_command_ms"": 1763228298321, ""context"": {""target_rpm"": 2364.0, ""manual_target_rpm"": 2364.0, ""range_in"": 33.488942471281085, ""range_target_in"": 33.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2364.0}, ""hit"": true, ""reward"": 1.0}"
1763229465682,shot-88aa6fe6-1,shot-88aa6fe6,ftc-bot,25.0069431498284,10.273,2295.0676528818153,2300.0,2300.0,0.0,0,"{""type"": ""shot"", ""ts_ms"": 1763229465682, ""shot_id"": ""shot-88aa6fe6-1"", ""session_id"": ""shot-88aa6fe6"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.273, ""distance_in"": 25.0069431498284, ""rpm_at_fire"": 2295.0676528818153, ""ready_latency_ms"": 2891, ""fire_command_ms"": 1763229465426, ""context"": {""target_rpm"": 2300.0, ""manual_target_rpm"": 2300.0, ""range_in"": 25.0069431498284, ""range_target_in"": 25.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2300.0}, ""hit"": false, ""reward"": 0.0}"
1763229491274,shot-88aad4be-1,shot-88aad4be,ftc-bot,24.998997687762092,9.535,2251.743605860785,2300.0,2300.0,0.0,0,"{""type"": ""shot"", ""ts_ms"": 1763229491274, ""shot_id"": ""shot-88aad4be-1"", ""session_id"": ""shot-88aad4be"", ""bot_id"": ""ftc-bot"", ""battery_v"": 9.535, ""distance_in"": 24.998997687762092, ""rpm_at_fire"": 2251.743605860785, ""ready_latency_ms"": 0, ""fire_command_ms"": 1763229491070, ""context"": {""target_rpm"": 2300.0, ""manual_target_rpm"": 2300.0, ""range_in"": 24.998997687762092, ""range_target_in"": 25.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2300.0}, ""hit"": false, ""reward"": 0.0}"
1763229509190,shot-88aad4be-2,shot-88aad4be,ftc-bot,29.306359978290853,10.212,2276.9338972336236,2332.0,2332.0,0.0,0,"{""type"": ""shot"", ""ts_ms"": 1763229509190, ""shot_id"": ""shot-88aad4be-2"", ""session_id"": ""shot-88aad4be"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.212, ""distance_in"": 29.306359978290853, ""rpm_at_fire"": 2276.9338972336236, ""ready_latency_ms"": 0, ""fire_command_ms"": 1763229508997, ""context"": {""target_rpm"": 2332.0, ""manual_target_rpm"": 2332.0, ""range_in"": 29.306359978290853, ""range_target_in"": 29.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2332.0}, ""hit"": false, ""reward"": 0.0}"
1763229542304,shot-88ab9b78-1,shot-88ab9b78,ftc-bot,24.99899061352564,10.304,2290.124434709623,2300.0,2300.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763229542304, ""shot_id"": ""shot-88ab9b78-1"", ""session_id"": ""shot-88ab9b78"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.304, ""distance_in"": 24.99899061352564, ""rpm_at_fire"": 2290.124434709623, ""ready_latency_ms"": 2886, ""fire_command_ms"": 1763229542108, ""context"": {""target_rpm"": 2300.0, ""manual_target_rpm"": 2300.0, ""range_in"": 24.99899061352564, ""range_target_in"": 25.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2300.0}, ""hit"": true, ""reward"": 1.0}"
1763229562822,shot-88ab9b78-2,shot-88ab9b78,ftc-bot,29.195997987521274,10.4,2300.329823385183,2332.0,2332.0,0.0,0,"{""type"": ""shot"", ""ts_ms"": 1763229562822, ""shot_id"": ""shot-88ab9b78-2"", ""session_id"": ""shot-88ab9b78"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.4, ""distance_in"": 29.195997987521274, ""rpm_at_fire"": 2300.329823385183, ""ready_latency_ms"": 0, ""fire_command_ms"": 1763229562604, ""context"": {""target_rpm"": 2332.0, ""manual_target_rpm"": 2332.0, ""range_in"": 29.195997987521274, ""range_target_in"": 29.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2332.0}, ""hit"": false, ""reward"": 0.0}"
1763230568942,shot-88bb4661-1,shot-88bb4661,ftc-bot,24.99999265608282,10.099,2254.861053683665,2300.0,2300.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763230568942, ""shot_id"": ""shot-88bb4661-1"", ""session_id"": ""shot-88bb4661"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.099, ""distance_in"": 24.99999265608282, ""rpm_at_fire"": 2254.861053683665, ""ready_latency_ms"": 0, ""fire_command_ms"": 1763230568777, ""context"": {""target_rpm"": 2300.0, ""manual_target_rpm"": 2300.0, ""range_in"": 24.99999265608282, ""range_target_in"": 25.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2300.0}, ""hit"": true, ""reward"": 1.0}"
1763230724276,shot-88bda4cd-1,shot-88bda4cd,ftc-bot,24.999993367298217,9.718,2266.4405809216078,2300.0,2300.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763230724276, ""shot_id"": ""shot-88bda4cd-1"", ""session_id"": ""shot-88bda4cd"", ""bot_id"": ""ftc-bot"", ""battery_v"": 9.718, ""distance_in"": 24.999993367298217, ""rpm_at_fire"": 2266.4405809216078, ""ready_latency_ms"": 0, ""fire_command_ms"": 1763230724081, ""context"": {""target_rpm"": 2300.0, ""manual_target_rpm"": 2300.0, ""range_in"": 24.999993367298217, ""range_target_in"": 25.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2300.0}, ""hit"": true, ""reward"": 1.0}"
1763231040549,shot-88c2783e-1,shot-88c2783e,ftc-bot,24.999986317584423,11.13,2224.448074384706,2300.0,2300.0,0.0,0,"{""type"": ""shot"", ""ts_ms"": 1763231040549, ""shot_id"": ""shot-88c2783e-1"", ""session_id"": ""shot-88c2783e"", ""bot_id"": ""ftc-bot"", ""battery_v"": 11.13, ""distance_in"": 24.999986317584423, ""rpm_at_fire"": 2224.448074384706, ""ready_latency_ms"": 0, ""fire_command_ms"": 1763231040382, ""context"": {""target_rpm"": 2300.0, ""manual_target_rpm"": 2300.0, ""range_in"": 24.999986317584423, ""range_target_in"": 25.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2300.0}, ""hit"": false, ""reward"": 0.0}"
1763231054308,shot-88c2783e-3,shot-88c2783e,ftc-bot,41.12434353627276,10.479000000000001,2425.0786864595566,2428.0,2428.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231054308, ""shot_id"": ""shot-88c2783e-3"", ""session_id"": ""shot-88c2783e"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.479000000000001, ""distance_in"": 41.12434353627276, ""rpm_at_fire"": 2425.0786864595566, ""ready_latency_ms"": 2670, ""fire_command_ms"": 1763231054126, ""context"": {""target_rpm"": 2428.0, ""manual_target_rpm"": 2428.0, ""range_in"": 41.12434353627276, ""range_target_in"": 41.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2428.0}, ""hit"": true, ""reward"": 1.0}"
1763231047448,shot-88c2783e-2,shot-88c2783e,ftc-bot,33.15493360724264,11.593,2357.281740834896,2364.0,2364.0,0.0,0,"{""type"": ""shot"", ""ts_ms"": 1763231047448, ""shot_id"": ""shot-88c2783e-2"", ""session_id"": ""shot-88c2783e"", ""bot_id"": ""ftc-bot"", ""battery_v"": 11.593, ""distance_in"": 33.15493360724264, ""rpm_at_fire"": 2357.281740834896, ""ready_latency_ms"": 2701, ""fire_command_ms"": 1763231047288, ""context"": {""target_rpm"": 2364.0, ""manual_target_rpm"": 2364.0, ""range_in"": 33.15493360724264, ""range_target_in"": 33.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2364.0}, ""hit"": false, ""reward"": 0.0}"
1763231061153,shot-88c2783e-4,shot-88c2783e,ftc-bot,49.56097360266725,11.689,2486.5044260984864,2492.0,2492.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231061153, ""shot_id"": ""shot-88c2783e-4"", ""session_id"": ""shot-88c2783e"", ""bot_id"": ""ftc-bot"", ""battery_v"": 11.689, ""distance_in"": 49.56097360266725, ""rpm_at_fire"": 2486.5044260984864, ""ready_latency_ms"": 2734, ""fire_command_ms"": 1763231060972, ""context"": {""target_rpm"": 2492.0, ""manual_target_rpm"": 2492.0, ""range_in"": 49.56097360266725, ""range_target_in"": 49.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2492.0}, ""hit"": true, ""reward"": 1.0}"
1763231068064,shot-88c2783e-5,shot-88c2783e,ftc-bot,57.42708980511074,10.876,2535.325488618747,2556.0,2556.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231068064, ""shot_id"": ""shot-88c2783e-5"", ""session_id"": ""shot-88c2783e"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.876, ""distance_in"": 57.42708980511074, ""rpm_at_fire"": 2535.325488618747, ""ready_latency_ms"": 0, ""fire_command_ms"": 1763231067883, ""context"": {""target_rpm"": 2556.0, ""manual_target_rpm"": 2556.0, ""range_in"": 57.42708980511074, ""range_target_in"": 57.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2556.0}, ""hit"": true, ""reward"": 1.0}"
1763231074978,shot-88c2783e-6,shot-88c2783e,ftc-bot,64.56688226478673,10.75,2603.918482306227,2612.0,2612.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231074978, ""shot_id"": ""shot-88c2783e-6"", ""session_id"": ""shot-88c2783e"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.75, ""distance_in"": 64.56688226478673, ""rpm_at_fire"": 2603.918482306227, ""ready_latency_ms"": 2791, ""fire_command_ms"": 1763231074813, ""context"": {""target_rpm"": 2612.0, ""manual_target_rpm"": 2612.0, ""range_in"": 64.56688226478673, ""range_target_in"": 64.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2612.0}, ""hit"": true, ""reward"": 1.0}"
1763231081870,shot-88c2783e-7,shot-88c2783e,ftc-bot,55.47538714595629,10.448,2551.412902101415,2548.0,2548.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231081870, ""shot_id"": ""shot-88c2783e-7"", ""session_id"": ""shot-88c2783e"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.448, ""distance_in"": 55.47538714595629, ""rpm_at_fire"": 2551.412902101415, ""ready_latency_ms"": 2747, ""fire_command_ms"": 1763231081701, ""context"": {""target_rpm"": 2548.0, ""manual_target_rpm"": 2548.0, ""range_in"": 55.47538714595629, ""range_target_in"": 56.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2548.0}, ""hit"": true, ""reward"": 1.0}"
1763231088888,shot-88c2783e-8,shot-88c2783e,ftc-bot,47.31516579516388,10.697000000000001,2506.2252275733895,2484.0,2484.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231088888, ""shot_id"": ""shot-88c2783e-8"", ""session_id"": ""shot-88c2783e"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.697000000000001, ""distance_in"": 47.31516579516388, ""rpm_at_fire"": 2506.2252275733895, ""ready_latency_ms"": 2950, ""fire_command_ms"": 1763231088727, ""context"": {""target_rpm"": 2484.0, ""manual_target_rpm"": 2484.0, ""range_in"": 47.31516579516388, ""range_target_in"": 48.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2484.0}, ""hit"": true, ""reward"": 1.0}"
1763231095841,shot-88c2783e-9,shot-88c2783e,ftc-bot,39.51391530030373,10.793000000000001,2435.432801373667,2420.0,2420.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231095841, ""shot_id"": ""shot-88c2783e-9"", ""session_id"": ""shot-88c2783e"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.793000000000001, ""distance_in"": 39.51391530030373, ""rpm_at_fire"": 2435.432801373667, ""ready_latency_ms"": 2800, ""fire_command_ms"": 1763231095666, ""context"": {""target_rpm"": 2420.0, ""manual_target_rpm"": 2420.0, ""range_in"": 39.51391530030373, ""range_target_in"": 40.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2420.0}, ""hit"": true, ""reward"": 1.0}"
1763231102871,shot-88c2783e-10,shot-88c2783e,ftc-bot,31.516523471301213,10.763,2390.532076323275,2356.0,2356.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231102871, ""shot_id"": ""shot-88c2783e-10"", ""session_id"": ""shot-88c2783e"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.763, ""distance_in"": 31.516523471301213, ""rpm_at_fire"": 2390.532076323275, ""ready_latency_ms"": 2856, ""fire_command_ms"": 1763231102690, ""context"": {""target_rpm"": 2356.0, ""manual_target_rpm"": 2356.0, ""range_in"": 31.516523471301213, ""range_target_in"": 32.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2356.0}, ""hit"": true, ""reward"": 1.0}"
1763231109896,shot-88c2783e-11,shot-88c2783e,ftc-bot,23.500932553648287,10.356,2310.7173573311693,2292.0,2292.0,0.0,0,"{""type"": ""shot"", ""ts_ms"": 1763231109896, ""shot_id"": ""shot-88c2783e-11"", ""session_id"": ""shot-88c2783e"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.356, ""distance_in"": 23.500932553648287, ""rpm_at_fire"": 2310.7173573311693, ""ready_latency_ms"": 2918, ""fire_command_ms"": 1763231109700, ""context"": {""target_rpm"": 2292.0, ""manual_target_rpm"": 2292.0, ""range_in"": 23.500932553648287, ""range_target_in"": 24.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2292.0}, ""hit"": false, ""reward"": 0.0}"
1763231116584,shot-88c2783e-12,shot-88c2783e,ftc-bot,16.53064363273208,10.89,2241.096722139685,2228.0,2228.0,0.0,0,"{""type"": ""shot"", ""ts_ms"": 1763231116584, ""shot_id"": ""shot-88c2783e-12"", ""session_id"": ""shot-88c2783e"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.89, ""distance_in"": 16.53064363273208, ""rpm_at_fire"": 2241.096722139685, ""ready_latency_ms"": 2707, ""fire_command_ms"": 1763231116382, ""context"": {""target_rpm"": 2228.0, ""manual_target_rpm"": 2228.0, ""range_in"": 16.53064363273208, ""range_target_in"": 16.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2228.0}, ""hit"": false, ""reward"": 0.0}"
1763231317855,shot-88c6b3fc-1,shot-88c6b3fc,ftc-bot,24.99302037056127,10.566,2224.7213936837634,2300.0,2300.0,0.0,0,"{""type"": ""shot"", ""ts_ms"": 1763231317855, ""shot_id"": ""shot-88c6b3fc-1"", ""session_id"": ""shot-88c6b3fc"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.566, ""distance_in"": 24.99302037056127, ""rpm_at_fire"": 2224.7213936837634, ""ready_latency_ms"": 0, ""fire_command_ms"": 1763231317683, ""context"": {""target_rpm"": 2300.0, ""manual_target_rpm"": 2300.0, ""range_in"": 24.99302037056127, ""range_target_in"": 25.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2300.0}, ""hit"": false, ""reward"": 0.0}"
1763231324883,shot-88c6b3fc-2,shot-88c6b3fc,ftc-bot,33.26833067868126,11.191,2362.5254229760612,2364.0,2364.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231324883, ""shot_id"": ""shot-88c6b3fc-2"", ""session_id"": ""shot-88c6b3fc"", ""bot_id"": ""ftc-bot"", ""battery_v"": 11.191, ""distance_in"": 33.26833067868126, ""rpm_at_fire"": 2362.5254229760612, ""ready_latency_ms"": 2817, ""fire_command_ms"": 1763231324683, ""context"": {""target_rpm"": 2364.0, ""manual_target_rpm"": 2364.0, ""range_in"": 33.26833067868126, ""range_target_in"": 33.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2364.0}, ""hit"": true, ""reward"": 1.0}"
1763231331684,shot-88c6b3fc-3,shot-88c6b3fc,ftc-bot,41.34993400978597,10.291,2437.907984063796,2428.0,2428.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231331684, ""shot_id"": ""shot-88c6b3fc-3"", ""session_id"": ""shot-88c6b3fc"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.291, ""distance_in"": 41.34993400978597, ""rpm_at_fire"": 2437.907984063796, ""ready_latency_ms"": 2711, ""fire_command_ms"": 1763231331527, ""context"": {""target_rpm"": 2428.0, ""manual_target_rpm"": 2428.0, ""range_in"": 41.34993400978597, ""range_target_in"": 41.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2428.0}, ""hit"": true, ""reward"": 1.0}"
1763231338823,shot-88c6b3fc-4,shot-88c6b3fc,ftc-bot,49.45121839673651,11.095,2510.2640696983403,2492.0,2492.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231338823, ""shot_id"": ""shot-88c6b3fc-4"", ""session_id"": ""shot-88c6b3fc"", ""bot_id"": ""ftc-bot"", ""battery_v"": 11.095, ""distance_in"": 49.45121839673651, ""rpm_at_fire"": 2510.2640696983403, ""ready_latency_ms"": 2959, ""fire_command_ms"": 1763231338622, ""context"": {""target_rpm"": 2492.0, ""manual_target_rpm"": 2492.0, ""range_in"": 49.45121839673651, ""range_target_in"": 49.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2492.0}, ""hit"": true, ""reward"": 1.0}"
1763231345855,shot-88c6b3fc-5,shot-88c6b3fc,ftc-bot,57.21497244668412,10.457,2561.2862815957865,2556.0,2556.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231345855, ""shot_id"": ""shot-88c6b3fc-5"", ""session_id"": ""shot-88c6b3fc"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.457, ""distance_in"": 57.21497244668412, ""rpm_at_fire"": 2561.2862815957865, ""ready_latency_ms"": 2888, ""fire_command_ms"": 1763231345685, ""context"": {""target_rpm"": 2556.0, ""manual_target_rpm"": 2556.0, ""range_in"": 57.21497244668412, ""range_target_in"": 57.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2556.0}, ""hit"": true, ""reward"": 1.0}"
